OBJECTID,NAZOB,ICO,POCET_OBYVATEL_260311
4045,Malý Beranov,00543713,593
4046,Markvartice,00488631,213
4047,Měšín,00543721,223
4048,Milíčov,00373826,124
4049,Mirošov,00373834,190
4050,Mrákotín,00286265,887
4051,Mysletice,42634598,119
4052,Mysliboř,00286281,205
4053,Nadějov,00373842,200
4054,Nevcehle,00286303,227
4055,Nová Říše,00286311,855
4056,Olšany,00373851,80
4057,Olší,42634601,58
4058,Opatov,00286346,191
4059,Ořechov,00373869,69
4060,Otín,00373877,73
4061,Panenská Rozsíčka,42634521,148
4062,Panské Dubenky,00373885,105
4063,Pavlov,00286401,419
4064,Plandry,00373893,187
4065,Polná,00286435,5150
4066,Puklice,00286460,769
4067,Radkov,42634512,245
4068,Rančířov,00839574,348
4069,Rantířov,00543730,474
4070,Rohozná,00286516,377
4071,Rozseč,00488640,191
4072,Růžená,00488658,343
4073,Rybné,00373907,122
4074,Řásná,00286559,195
4075,Řídelov,00543748,86
4076,Sedlatice,00373915,58
4077,Sedlejov,00286605,266
4078,Smrčná,00543756,346
4079,Stáj,00543764,174
4080,Stará Říše,00286648,638
4081,Stonařov,00286656,1046
4082,Strachoňovice,47367407,82
4083,Střítež,00286672,409
4084,Suchá,00373923,268
4085,Svojkovice,00373931,55
4086,Šimanov,00373940,199
4087,Švábov,47367105,71
4088,Telč,00286745,5634
4089,Třešť,00286753,5859
4090,Třeštice,42634547,130
4091,Urbanov,00286788,132
4092,Ústí,00286796,229
4093,Vanov,42634539,90
4094,Vanůvek,42634571,35
4095,Vápovice,00373958,46
4096,Velký Beranov,00286834,1307
4097,Větrný Jeníkov,00286842,604
4098,Věžnice,00373966,156
4099,Věžnička,00373974,136
4100,Vílanec,00543772,316
4101,Volevčice,42634687,43
4102,Vyskytná nad Jihlavou,00286893,817
4103,Vysoké Studnice,42634610,386
4104,Vystrčenovice,00373982,104
4105,Záborná,00543781,234
4106,Zadní Vydří,42634563,57
4107,Zbilidy,00373991,187
4108,Zbinohy,00374083,79
4109,Zdeňkov,00374229,59
4110,Zhoř,00286974,478
4111,Zvolenovice,42634709,81
4112,Žatec,00374237,127
4113,Ždírec,00287008,405
4114,Arneštovice,00475858,90
4115,Bácovice,00512231,76
4116,Bělá,00512249,57
4117,Bohdalín,00515981,193
4118,Bořetice,00512257,70
4119,Bořetín,00476439,106
4120,Božejov,00247855,650
4121,Bratřice,00247871,157
4122,Budíkov,00247901,315
4123,Buřenice,00512265,211
4124,Bystrá,00511218,113
4125,Cetoraz,00247936,294
4126,Čáslavsko,00247952,105
4127,Častrov,00247987,550
4128,Čejov,00248002,516
4129,Čelistná,47248971,106
4130,Černov,00512273,110
4131,Černovice,00248037,1811
4132,Červená Řečice,00248045,963
4133,Čížkov,00511323,135
4134,Dehtáře,00515949,119
4135,Dobrá Voda,00515787,184
4136,Dobrá Voda u Pacova,00511358,93
4137,Dubovice,49056620,75
4138,Důl,47248998,61
4139,Eš,00511366,56
4140,Hojanovice,00248151,97
4141,Hojovice,00583430,71
4142,Horní Cerekev,00248185,1855
4143,Horní Rápotice,49056654,161
4144,Horní Ves,00476447,285
4145,Hořepník,00248215,618
4146,Hořice,00248223,179
4147,Humpolec,00248266,10945
4148,Chýstovice,00583456,27
4149,Chyšná,00583448,102
4150,Jankov,00583464,33
4151,Ježov,00475840,67
4152,Jiřice,00248355,859
4153,Kaliště,00248363,335
4154,Kámen,00248371,257
4155,Kamenice nad Lipou,00248380,3964
4156,Kejžlice,00248398,340
4157,Koberovice,00248410,148
4158,Kojčice,00511315,314
4159,Komorovice,00248436,186
4160,Košetice,00248444,708
4161,Krasíkovice,00583472,112
4162,Křeč,00248479,220
4163,Křelovice,00248487,345
4164,Křešín,00248495,155
4165,Leskovice,00248509,94
4166,Lesná,00511242,70
4167,Lhota-Vlasenice,00584088,81
4168,Libkova Voda,00515957,223
4169,Lidmaň,00583481,281
4170,Litohošť,00583499,63
4171,Lukavec,00248606,1078
4172,Martinice u Onšova,00583502,53
4173,Mezilesí,00248631,136
4174,Mezná,47248955,141
4175,Mladé Bříště,00248657,241
4176,Mnich,00248665,398
4177,Moraveč,00248673,205
4178,Mysletín,00476455,110
4179,Nová Buková,00583511,96
4180,Nová Cerekev,00248720,1121
4181,Nový Rychnov,00248738,1031
4182,Obrataň,00248746,830
4183,Olešná,00515761,594
4184,Ondřejov,00511277,145
4185,Onšov,00511609,248
4186,Pacov,00248789,4951
4187,Pavlov,00515922,133
4188,Pelhřimov,00248801,16339
4189,Píšť,00476137,74
4190,Počátky,00248843,2614
4191,Polesí,00583529,84
4192,Pošná,00248886,259
4193,Proseč,00511285,77
4194,Proseč pod Křemešníkem,00515973,86
4195,Putimov,00515965,265
4196,Rodinov,00511200,212
4197,Rovná,00583537,57
4198,Rynárec,00515817,590
4199,Řečice,00248991,136
4200,Salačova Lhota,00249017,131
4201,Samšín,00249025,163
4202,Sedlice,00249041,144
4203,Senožaty,00249050,726
4204,Staré Bříště,00511234,52
4205,Stojčín,00583545,123
4206,Střítež,00511510,110
4207,Střítež pod Křemešníkem,00583553,50
4208,Svépravice,00515825,124
4209,Syrov,00511501,60
4210,Těchobuz,00584061,132
4211,Těmice,00249203,403
4212,Ústrašín,00511269,225
4213,Útěchovice,00511331,77
4214,Útěchovice pod Stražištěm,00511251,114
4215,Útěchovičky,00511340,76
4216,Včelnička,00511196,174
4217,Velká Chyška,00249289,305
4218,Velký Rybník,00515931,172
4219,Veselá,00249327,224
4220,Věžná,00476749,123
4221,Vojslavice,00249394,91
4222,Vokov,00511307,111
4223,Vyklantice,00249408,172
4224,Vyskytná,00249416,706
4225,Vysoká Lhota,00511374,20
4226,Vystrkov,00511226,240
4227,Zachotín,00515809,246
4228,Zajíčkov,00515795,228
4229,Zhořec,00584070,123
4230,Zlátenka,00511498,47
4231,Želiv,00249483,1089
4232,Žirov,00515914,78
4233,Žirovnice,00249505,2995
4234,Babice,00375357,198
4235,Bačice,00375365,202
4236,Bačkovice,48527408,120
4237,Benetice,00375381,194
4238,Biskupice-Pulkov,00375390,275
4239,Blatnice,00375403,368
4240,Bohušice,00376078,138
4241,Bochovice,00376094,148
4242,Bransouze,00545635,252
4243,Březník,00289132,669
4244,Budišov,00289159,1200
4245,Budkov,00289167,370
4246,Cidlina,60418541,99
4247,Čáslavice,00289183,534
4248,Častohostice,60419466,206
4249,Čechočovice,00376779,274
4250,Čechtín,00289205,301
4251,Červená Lhota,00376787,182
4252,Číhalín,00376795,193
4253,Číchov,00545643,244
4254,Čikov,00376809,204
4255,Číměř,00376817,212
4256,Dalešice,00289264,599
4257,Dědice,00376825,134
4258,Dešov,00289281,426
4259,Dolní Lažany,44065515,158
4260,Dolní Vilémovice,00289302,395
4261,Domamil,00289311,297
4262,Dukovany,00289329,830
4263,Hartvíkovice,00289337,569
4264,Heraltice,00376833,370
4265,Hluboké,00376841,214
4266,Hodov,00376850,289
4267,Horní Heřmanice,00376965,133
4268,Horní Smrčné,00376973,47
4269,Horní Újezd,00376981,271
4270,Horní Vilémovice,00376990,77
4271,Hornice,00377252,79
4272,Hrotovice,00289426,1758
4273,Hroznatín,00377261,114
4274,Hvězdoňovice,00377287,95
4275,Chlístov,00377295,259
4276,Chlum,00377309,153
4277,Chotěbudice,00377325,105
4278,Jakubov u Moravských Budějovic,00289493,611
4279,Jaroměřice nad Rokytnou,00289507,4243
4280,Jasenice,00377562,203
4281,Jemnice,00289531,4345
4282,Jinošov,00289540,251
4283,Jiratice,00377571,78
4284,Kamenná,00377589,221
4285,Kdousov,00377597,117
4286,Kladeruby nad Oslavou,00377601,205
4287,Klučov,00377619,174
4288,Kojatice,00377627,291
4289,Kojatín,00377716,76
4290,Kojetice,00289612,452
4291,Komárovice,00377724,116
4292,Koněšín,00377732,491
4293,Kostníky,00377741,186
4294,Kouty,00289655,368
4295,Kozlany,00377759,134
4296,Kožichovice,48527416,382
4297,Krahulov,00377961,237
4298,Kralice nad Oslavou,00289698,970
4299,Kramolín,00377970,117
4300,Krhov,00377988,196
4301,Krokočín,00377996,202
4302,Kuroslepy,00378003,164
4303,Láz,00378011,287
4304,Lesná,00378020,90
4305,Lesní Jakubov,00378038,120
4306,Lesonice,00289752,469
4307,Lesůňky,00378046,93
4308,Lhánice,00378054,156
4309,Lhotice,48527424,159
4310,Lipník,00289795,385
4311,Litohoř,00378062,592
4312,Litovany,00378119,134
4313,Lomy,44065493,131
4314,Loukovice,00378127,111
4315,Lovčovice,48527432,57
4316,Lukov,00378135,383
4317,Markvartice,00378143,257
4318,Martínkov,00378151,274
4319,Mastník,00378160,256
4320,Menhartice,48527441,145
4321,Meziříčko,00378178,100
4322,Mikulovice,00378186,221
4323,Mladoňovice,00378194,391
4324,Mohelno,00289922,1392
4325,Moravské Budějovice,00289931,7662
4326,Myslibořice,00289949,717
4327,Naloučany,00378208,168
4328,Náměšť nad Oslavou,00289965,5052
4329,Nárameč,00378216,351
4330,Nimpšov,00378232,64
4331,Nová Ves,00545651,208
4332,Nové Syrovice,00290009,982
4333,Nový Telečkov,00378259,106
4334,Ocmanice,00378267,336
4335,Odunec,00378275,98
4336,Okarec,00378283,129
4337,Okřešice,48527459,176
4338,Okříšky,00290050,2058
4339,Opatov,00290068,764
4340,Oponešice,00378291,202
4341,Ostašov,00378313,135
4342,Pálovice,00378321,168
4343,Petrovice,00378470,420
4344,Petrůvky,00378488,88
4345,Pokojovice,00378461,98
4346,Police,00290149,368
4347,Popůvky,00378453,85
4348,Pozďatín,00378356,173
4349,Přeckov,00378364,76
4350,Předín,00290181,692
4351,Přešovice,00378348,150
4352,Přibyslavice,00290203,809
4353,Příštpo,48527467,278
4354,Pucov,00378330,129
4355,Pyšel,00290254,467
4356,Rácovice,00378518,110
4357,Račice,00378526,76
4358,Radkovice u Budče,00378534,165
4359,Radkovice u Hrotovic,00290297,342
4360,Radonín,00545660,75
4361,Radošov,00378551,167
4362,Radotice,48527475,133
4363,Rapotice,00290335,511
4364,Rohy,00378569,123
4365,Rokytnice nad Rokytnou,00290360,890
4366,Rouchovany,00290378,1177
4367,Rudíkov,00290386,662
4368,Římov,00378577,415
4369,Sedlec,00378585,234
4370,Slavětice,00378615,244
4371,Slavičky,00378607,247
4372,Slavíkovice,48527483,218
4373,Smrk,00378623,261
4374,Stařeč,00290491,1668
4375,Stropešín,44065507,120
4376,Střítež,60418559,502
4377,Studenec,00290513,554
4378,Studnice,00378631,146
4379,Sudice,00378691,336
4380,Svatoslav,00290548,245
4381,Šebkovice,00290556,464
4382,Štěměchy,00378704,310
4383,Štěpkov,00378712,112
4384,Trnava,00290599,615
4385,Třebelovice,00290602,429
4386,Třebenice,00545627,427
4387,Třebíč,00290629,37781
4388,Třesov,00599166,92
4389,Valdíkov,44065523,101
4390,Valeč,00290637,692
4391,Vícenice,44065531,199
4392,Vícenice u Náměště nad Oslavou,00599174,381
4393,Vladislav,00290661,1166
4394,Vlčatín,00599182,149
4395,Výčapy,00290696,853
4396,Zahrádka,00599191,134
4397,Zárubice,00599204,122
4398,Zašovice,00599255,124
4399,Zvěrkovice,44065540,230
4400,Želetava,00290751,1549
4401,Baliny,00842401,123
4402,Blažkov,00599263,290
4403,Blízkov,00599271,316
4404,Bobrová,00293971,903
4405,Bobrůvka,00545376,233
4406,Bohdalec,00599280,290
4407,Bohdalov,00294004,1146
4408,Bohuňov,00599298,252
4409,Borovnice,00599301,173
4410,Bory,00294055,792
4411,Březejc,00842435,142
4412,Březí,00489450,186
4413,Březí nad Oslavou,00600539,248
4414,Březské,00489468,219
4415,Budeč,00600547,192
4416,Bukov,00599328,181
4417,Bystřice nad Pernštejnem,00294136,8595
4418,Býšovec,00599336,150
4419,Cikháj,00842141,105
4420,Černá,00545899,316
4421,Dalečín,00294179,651
4422,Daňkovice,00599352,145
4423,Dlouhé,00599361,259
4424,Dobrá Voda,00544175,340
4425,Dolní Heřmanice,00842443,518
4426,Dolní Libochová,00599379,158
4427,Dolní Rožínka,00294233,660
4428,Fryšava pod Žákovou horou,00294284,334
4429,Hamry nad Sázavou,00543870,1455
4430,Herálec,00294306,1296
4431,Heřmanov,00599387,216
4432,Hodíškov,00560031,143
4433,Horní Libochová,00544213,199
4434,Horní Radslavice,00599409,90
4435,Horní Rožínka,00599417,87
4436,Chlum-Korouhvice,00599425,43
4437,Chlumek,00599433,185
4438,Chlumětín,00531669,183
4439,Jabloňov,00842460,342
4440,Jámy,00842133,570
4441,Javorek,00599441,106
4442,Jimramov,00294471,1194
4443,Jívoví,00544183,296
4444,Kadolec,00599468,159
4445,Kadov,00599476,132
4446,Karlov,00599484,87
4447,Kněževes,00599492,155
4448,Koroužné,00545686,266
4449,Kotlasy,00600521,115
4450,Kozlov,00544191,189
4451,Krásné,00599506,106
4452,Krásněves,00545210,268
4453,Křídla,00842648,321
4454,Křižánky,00531677,380
4455,Křižanov,00294616,1875
4456,Křoví,00545406,560
4457,Kuklík,00599514,180
4458,Kundratice,00544205,188
4459,Kyjov,00599549,45
4460,Lavičky,00842478,482
4461,Lhotka,00842273,199
4462,Lísek,00294730,365
4463,Líšná,00599557,57
4464,Malá Losenice,00545171,271
4465,Martinice,00842494,433
4466,Matějov,00600512,217
4467,Měřín,00294799,1964
4468,Meziříčko,00373818,187
4469,Milasín,00599573,47
4470,Milešín,00842249,86
4471,Mirošov,00599590,136
4472,Moravec,00294829,598
4473,Moravecké Pavlovice,00599603,56
4474,Netín,00599611,327
4475,Nížkov,00294870,958
4476,Nová Ves,00599620,165
4477,Nová Ves u Nového Města na Moravě,00842630,630
4478,Nové Dvory,00842231,317
4479,Nové Město na Moravě,00294900,10277
4480,Nové Sady,00842168,189
4481,Nové Veselí,00294926,1279
4482,Nový Jimramov,00599638,66
4483,Nyklovice,00599646,166
4484,Obyčtov,00546739,381
4485,Ořechov,00545775,317
4486,Oslavice,00842524,665
4487,Oslavička,00378305,104
4488,Osová Bítýška,00084409,856
4489,Osové,00842532,59
4490,Ostrov nad Oslavou,00295035,940
4491,Otín,00295043,317
4492,Pavlínov,00599654,257
4493,Pavlov,00544418,342
4494,Petráveč,00842559,182
4495,Pikárec,00599671,316
4496,Písečné,00842206,194
4497,Počítky,00842281,234
4498,Poděšín,00545759,250
4499,Podolí,00599689,94
4500,Pokojov,00599697,165
4501,Polnička,00840670,783
4502,Prosetín,00295167,404
4503,Račice,00599701,49
4504,Račín,00842311,115
4505,Radenice,00599719,150
4506,Radešín,00599727,114
4507,Radešínská Svratka,00295205,607
4508,Radkov,00599735,176
4509,Radňoves,00599743,107
4510,Radňovice,00545422,336
4511,Radostín,00531847,159
4512,Radostín nad Oslavou,00295248,909
4513,Rodkov,00840645,101
4514,Rosička,00374458,52
4515,Rousměrov,00599760,131
4516,Rovečné,00295281,643
4517,Rozseč,00599778,102
4518,Rozsochy,00295311,703
4519,Rožná,00295329,768
4520,Ruda,00842567,345
4521,Rudolec,00599786,210
4522,Řečice,00295353,489
4523,Sázava,00374466,624
4524,Sazomín,00842346,210
4525,Sejřek,00599808,170
4526,Sirákov,00545279,257
4527,Sklené,00842354,113
4528,Sklené nad Oslavou,00295400,229
4529,Skorotice,48895636,146
4530,Skřinářov,00599824,139
4531,Sněžné,00295451,736
4532,Spělkov,00599832,49
4533,Strachujov,00599859,139
4534,Stránecká Zhoř,00599841,616
4535,Strážek,00295493,892
4536,Střítež,00599867,93
4537,Sulkovec,00489476,186
4538,Světnov,00545031,452
4539,Sviny,00599875,105
4540,Svratka,00295531,1448
4541,Škrdlovice,00295540,633
4542,Štěpánov nad Svratkou,00295558,712
4543,Tasov,00290581,593
4544,Tři Studně,00842214,105
4545,Ubušínek,00543586,98
4546,Uhřínov,00842575,284
4547,Ujčov,00599891,492
4548,Újezd,00600555,246
4549,Unčín,00599905,201
4550,Vatín,00842362,342
4551,Věcov,00295621,687
4552,Věchnov,00842184,329
4553,Velká Bíteš,00295647,5045
4554,Velká Losenice,00295655,1179
4555,Velké Janovice,00840637,124
4556,Velké Meziříčí,00295671,11800
4557,Velké Tresné,00842451,121
4558,Vepřová,00374440,414
4559,Věstín,00599913,160
4560,Věžná,00599921,213
4561,Vídeň,00842583,416
4562,Vidonín,00295736,170
4563,Vír,00295744,710
4564,Vlachovice,00842664,126
4565,Vlkov,00295752,265
4566,Vojnův Městec,00295761,792
4567,Vysoké,00842397,139
4568,Záblatí,00599948,184
4569,Zadní Zhořec,00599956,147
4570,Znětínek,00599964,210
4571,Zubří,00842656,432
4572,Zvole,00295817,635
4573,Ždánice,00842176,190
4574,Žďár nad Sázavou,00295841,22275
4575,Adamov,00279889,4624
4576,Bedřichov,00636665,253
4577,Benešov,00279927,646
4578,Blansko,00279943,20852
4579,Borotín,00279951,428
4580,Bořitov,00279960,1295
4581,Boskovice,00279978,11454
4582,Brťov-Jeneč,00279986,353
4583,Bukovina,00532096,337
4584,Bukovinka,00532100,451
4585,Býkovice,00600644,184
4586,Cetkovice,00280071,747
4587,Crhov,49463942,168
4588,Černá Hora,00280097,1917
4589,Černovice,00280101,364
4590,Deštná,00532118,223
4591,Dlouhá Lhota,00600652,113
4592,Doubravice nad Svitavou,00280143,1305
4593,Drnovice,00280151,1219
4594,Habrůvka,00637220,374
4595,Hodonín,00637271,121
4596,Holštejn,00600598,151
4597,Horní Poříčí,00280232,279
4598,Horní Smržov,00532126,130
4599,Chrudichromy,00841790,184
4600,Jabloňany,00636754,375
4601,Jedovnice,00280283,2714
4602,Kněževes,00636711,176
4603,Knínice u Boskovic,00280330,838
4604,Kořenec,00637262,345
4605,Kotvrdovice,00637327,856
4606,Kozárov,00542865,128
4607,Krasová,00637335,298
4608,Krhov,00636762,148
4609,Křetín,00280402,493
4610,Křtěnov,00636720,237
4611,Křtiny,00280429,803
4612,Kulířov,00542873,193
4613,Kunčina Ves,00600610,55
4614,Kunice,00600636,137
4615,Kuničky,00280461,279
4616,Kunštát,00280470,2719
4617,Lazinov,43420613,155
4618,Lažany,00637742,385
4619,Letovice,00280518,6748
4620,Lhota Rapotina,00841803,403
4621,Lhota u Lysic,00600628,134
4622,Lhota u Olešnice,00636738,37
4623,Lipovec,00280551,1072
4624,Lipůvka,00280569,1195
4625,Louka,49463985,68
4626,Lubě,00637301,101
4627,Ludíkov,47884550,313
4628,Lysice,00280615,1912
4629,Makov,00637238,48
4630,Malá Lhota,00637297,140
4631,Malá Roudka,00841889,184
4632,Míchov,00840521,163
4633,Milonice,00637670,203
4634,Němčice,00841811,424
4635,Nýrov,00637246,202
4636,Obora,00280712,303
4637,Okrouhlá,00637254,545
4638,Olešnice,00280755,1731
4639,Olomučany,00280763,947
4640,Ostrov u Macochy,00280780,1102
4641,Pamětice,00532142,238
4642,Petrov,00280801,147
4643,Petrovice,00636771,600
4644,Prostřední Poříčí,00637785,280
4645,Rájec-Jestřebí,00280836,3616
4646,Ráječko,00280844,1250
4647,Roubanina,00532169,135
4648,Rozseč nad Kunštátem,00280879,509
4649,Rozsíčka,00542881,157
4650,Rudice,00280895,900
4651,Sebranice,00280917,616
4652,Senetářov,00637203,524
4653,Skalice nad Svitavou,00280933,605
4654,Skrchov,00532177,107
4655,Sloup,00280950,951
4656,Spešov,70287066,642
4657,Stvolová,00532185,136
4658,Sudice,00841820,462
4659,Suchý,00281000,433
4660,Sulíkov,00281018,280
4661,Světlá,00841846,222
4662,Svinošice,00637700,313
4663,Svitávka,00281042,1704
4664,Šebetov,00281069,895
4665,Šebrov-Kateřina,00281077,773
4666,Šošůvka,00636690,702
4667,Štěchov,00542890,170
4668,Tasovice,00637319,73
4669,Uhřice,00281131,296
4670,Újezd u Boskovic,47884665,465
4671,Újezd u Černé Hory,00637769,247
4672,Úsobrno,00281174,433
4673,Ústup,49464051,43
4674,Valchov,00841838,477
4675,Vanovice,00281191,550
4676,Vavřinec,00281204,840
4677,Vážany,00636681,212
4678,Velenov,47884541,218
4679,Velké Opatovice,00281247,3957
4680,Vilémovice,00637211,301
4681,Vísky,00281263,245
4682,Voděrady,00281271,519
4683,Vranová,00532207,328
4684,Vysočany,00281301,801
4685,Závist,43420591,134
4686,Zbraslavec,00840581,194
4687,Žďár,00281344,382
4688,Žďárná,00281352,765
4689,Žernovník,00637289,226
4690,Žerůtky,00636703,60
4691,Brno,44992785,384277
4692,Babice nad Svitavou,00281557,1013
4693,Babice u Rosic,00362531,668
4694,Běleč,00532070,193
4695,Bílovice nad Svitavou,00281581,3562
4696,Biskoupky,00637513,189
4697,Blažovice,00281603,1127
4698,Blučina,00281611,2172
4699,Borač,00294021,343
4700,Borovník,00599310,95
4701,Braníškov,00362832,195
4702,Branišovice,00637360,550
4703,Bratčice,00488127,713
4704,Brumov,00532088,248
4705,Březina (dříve okres Blansko),00280020,792
4706,Březina (dříve okres Tišnov),00362883,274
4707,Bukovice,00637726,62
4708,Cvrčovice,00600156,615
4709,Čebín,00281662,1710
4710,Černvír,00599344,171
4711,Česká,00281671,913
4712,Čučice,00637521,438
4713,Deblín,00281697,1011
4714,Dolní Kounice,00281701,2446
4715,Dolní Loučky,00294241,1212
4716,Domašov,00281719,623
4717,Doubravník,00294268,810
4718,Drahonín,00375331,117
4719,Drásov,00281727,1440
4720,Hajany,00637688,362
4721,Heroltice,00362841,190
4722,Hlína,00488135,311
