"zadavatel","datum","cena"
"České Budějovice","2014-01-21",6759733
"České Budějovice","2009-05-04",15676210
"České Budějovice","2009-12-04",2295516
"České Budějovice","2010-05-18",3335921
"České Budějovice","2008-09-19",5790000
"České Budějovice","2013-05-22",2398000
"České Budějovice","2010-11-26",6138103
"České Budějovice","2007-09-24",2865120
"České Budějovice","2014-06-25",1159757
"České Budějovice","2014-07-01",26423100
"České Budějovice","2009-12-31",450000
"České Budějovice","2008-06-03",645917
"České Budějovice","2013-11-11",523880
"České Budějovice","2014-08-06",684196
"České Budějovice","2012-01-18",1298707
"České Budějovice","2010-10-08",2900000
"České Budějovice","2013-06-25",2402800
"České Budějovice","2008-01-11",5465000
"České Budějovice","2009-07-03",7687918
"České Budějovice","2013-10-15",337771
"České Budějovice","2013-07-04",28884537
"České Budějovice","2012-06-26",7480151
"České Budějovice","2009-10-13",3054583
"České Budějovice","2014-11-05",1462032
"České Budějovice","2013-06-26",10240946
"České Budějovice","2014-06-03",56922
"České Budějovice","2014-05-22",6974852
"České Budějovice","2007-09-21",19863008
"České Budějovice","2010-01-08",1106677
"České Budějovice","2009-08-14",4865260
"České Budějovice","2011-06-03",2794750
"České Budějovice","2012-06-05",444000
"České Budějovice","2011-01-14",1877583
"České Budějovice","2013-07-25",5881821
"České Budějovice","2014-02-25",2570040
"České Budějovice","2009-08-14",11453814
"České Budějovice","2013-06-14",1819058
"České Budějovice","2013-03-20",1367210
"České Budějovice","2009-02-24",5900833
"České Budějovice","2010-10-11",3099875
"České Budějovice","2009-12-04",13161
"České Budějovice","2011-03-04",3246772
"České Budějovice","2011-05-23",2040913
"České Budějovice","2011-10-17",10659933
"České Budějovice","2008-05-26",5050000
"České Budějovice","2010-12-03",3418431
"České Budějovice","2013-07-10",3688208
"České Budějovice","2011-10-25",250000
"České Budějovice","2011-11-25",188000
"České Budějovice","2014-06-18",6374441
"České Budějovice","2008-01-11",2850000
"České Budějovice","2013-10-22",1059645
"České Budějovice","2008-01-11",5690000
"České Budějovice","2012-06-19",24992200
"České Budějovice","2014-04-14",873856
"České Budějovice","2013-12-20",26467036
"České Budějovice","2013-11-19",8385044
"České Budějovice","2013-12-12",1143648
"České Budějovice","2014-07-14",2025089
"České Budějovice","2007-12-21",798319
"České Budějovice","2009-08-28",4972100
"České Budějovice","2013-06-03",4917582
"České Budějovice","2012-06-04",17790412
"České Budějovice","2012-04-27",3951286
"České Budějovice","2008-12-08",139188855
"České Budějovice","2008-09-12",3990000
"České Budějovice","2013-10-11",7065340
"České Budějovice","2008-08-22",5529394
"České Budějovice","2013-10-01",2428337
"České Budějovice","2014-04-01",16679347
"České Budějovice","2006-12-22",16914355
"České Budějovice","2013-03-14",5325642
"České Budějovice","2006-09-01",9429567
"České Budějovice","2010-08-27",285613
"České Budějovice","2014-11-05",221608
"České Budějovice","2014-08-08",298685
"České Budějovice","2009-02-27",7070000
"České Budějovice","2013-02-04",1379313
"České Budějovice","2013-12-17",4844620
"České Budějovice","2013-07-26",8428953
"České Budějovice","2014-10-20",39755408
"České Budějovice","2012-06-01",5981284
"České Budějovice","2014-11-24",808601
"České Budějovice","2011-07-11",35448314
"České Budějovice","2014-08-08",1622848
"České Budějovice","2013-10-11",6202964
"České Budějovice","2010-06-04",7413821
"České Budějovice","2008-06-27",5690000
"České Budějovice","2007-10-05",4864241
"České Budějovice","2013-06-25",3410634
"České Budějovice","2012-07-09",77179449
"České Budějovice","2011-07-01",13166666
"České Budějovice","2010-10-08",1446146
"České Budějovice","2010-06-18",2844759
"České Budějovice","2013-04-03",130000
"České Budějovice","2010-03-23",26646244
"České Budějovice","2012-09-07",5919555
"České Budějovice","2014-10-30",2399520
"České Budějovice","2014-06-17",7101908
"České Budějovice","2006-08-04",105074580
"České Budějovice","2011-07-15",15706532
"České Budějovice","2013-08-07",357260
"České Budějovice","2013-10-10",4795723
"České Budějovice","2013-02-27",2411290
"České Budějovice","2008-08-08",3848916
"České Budějovice","2012-12-11",448463
"České Budějovice","2012-02-21",12690000
"České Budějovice","2013-01-11",1685281
"České Budějovice","2008-08-22",16993108
"České Budějovice","2009-10-09",9815330
"České Budějovice","2011-11-25",4958000
"České Budějovice","2012-11-14",4243822
"České Budějovice","2012-10-03",682755
"České Budějovice","2011-12-09",157251
"České Budějovice","2011-08-26",4411580
"České Budějovice","2012-12-07",1710210
"České Budějovice","2009-06-29",36949999
"České Budějovice","2010-11-26",16955266
"České Budějovice","2006-08-04",2918160
"České Budějovice","2011-01-25",41598734
"České Budějovice","2013-09-17",2930806
"České Budějovice","2009-12-22",16600000
"České Budějovice","2008-10-03",9817203
"České Budějovice","2010-12-07",302461
"České Budějovice","2007-07-13",465500
"České Budějovice","2014-06-05",1196314
"České Budějovice","2009-10-13",54963777
"České Budějovice","2010-06-11",8200000
"České Budějovice","2009-06-19",14877788
"České Budějovice","2009-11-20",901204
"České Budějovice","2010-06-25",20493000
"České Budějovice","2013-11-21",352429
"České Budějovice","2011-05-25",37276836
"České Budějovice","2010-11-12",378964
"České Budějovice","2013-01-08",666547
"České Budějovice","2011-01-07",1319462
"České Budějovice","2013-09-09",980941
"České Budějovice","2010-05-28",9913947
"České Budějovice","2010-01-08",117890
"České Budějovice","2014-04-29",1498800
"České Budějovice","2010-10-15",5250000
"České Budějovice","2007-07-30",19292615
"České Budějovice","2012-12-05",13629632
"České Budějovice","2014-01-30",2295197
"České Budějovice","2009-11-20",19839754
"České Budějovice","2007-01-12",152587263
"České Budějovice","2014-07-11",12746925
"České Budějovice","2010-01-08",3270945
"České Budějovice","2013-09-05",13470365
"České Budějovice","2009-09-11",5255000
"České Budějovice","2012-07-10",4406215
"České Budějovice","2010-06-11",13379037
"České Budějovice","2010-10-18",4077730
"České Budějovice","2012-09-07",5679861
"České Budějovice","2007-07-27",16828718
"České Budějovice","2012-08-08",14421753
"České Budějovice","2007-01-08",5735531
"České Budějovice","2007-01-12",152587263
"České Budějovice","2014-09-09",643537
"České Budějovice","2009-06-12",8402865
"České Budějovice","2011-12-09",440366
"České Budějovice","2010-06-25",25000000
"České Budějovice","2008-05-13",19136682
"České Budějovice","2012-09-10",2962338
"České Budějovice","2012-08-21",105605
"České Budějovice","2012-05-03",21483800
"České Budějovice","2007-09-18",9512790
"České Budějovice","2009-05-26",34595653
"České Budějovice","2010-11-29",6334269
"České Budějovice","2013-07-16",1841957
"České Budějovice","2009-07-24",14697021
"České Budějovice","2007-09-07",13992870
"České Budějovice","2014-07-03",198512
"České Budějovice","2008-06-02",66750445
"České Budějovice","2012-01-19",1186454
"České Budějovice","2011-05-23",596000
"České Budějovice","2010-01-29",988641
"České Budějovice","2009-02-27",2853092
"České Budějovice","2012-01-05",733540
"České Budějovice","2010-10-22",51846888
"České Budějovice","2014-06-12",13408888
"České Budějovice","2009-10-16",4079460
"České Budějovice","2007-12-21",150000
"České Budějovice","2013-06-07",5687341
"České Budějovice","2010-10-15",1906247
"České Budějovice","2010-11-29",396007
"České Budějovice","2010-11-26",742451
"České Budějovice","2009-01-23",2554192
"České Budějovice","2012-01-25",32619594
"České Budějovice","2014-08-18",4188666
"České Budějovice","2011-12-05",588000
"České Budějovice","2009-10-16",934166
"České Budějovice","2011-04-22",198438
"České Budějovice","2009-12-01",1608460
"České Budějovice","2011-11-28",4342089
"Domažlice","2011-12-08",1180000
"Domažlice","2011-12-01",5384000
"Domažlice","2012-09-21",3381242
"Domažlice","2012-07-26",2144084
"Domažlice","2013-08-26",4199500
"Domažlice","2013-06-24",6800000
"Domažlice","2013-12-20",2041210
"Domažlice","2013-02-08",175000
"Domažlice","2008-03-10",456480
"Domažlice","2013-07-03",5598946
"Domažlice","2015-01-06",797055
"Domažlice","2006-08-25",20997857
"Domažlice","2012-08-27",3678187
"Domažlice","2010-03-23",2409070
"Domažlice","2010-03-23",3563589
"Domažlice","2014-08-29",4999992
"Domažlice","2010-06-07",9777947
"Domažlice","2014-07-11",2000304
"Domažlice","2013-11-07",5582046
"Domažlice","2010-09-10",28502949
"Domažlice","2009-12-14",16993987
"Domažlice","2013-04-09",1345950
"Domažlice","2014-07-03",21747470
"Domažlice","2014-07-11",3040299
"Domažlice","2010-09-03",19400431
"Domažlice","2008-03-07",6000000
"Domažlice","2009-03-20",88599322
"Domažlice","2014-10-23",4741552
"Domažlice","2013-02-08",175000
"Domažlice","2013-10-14",16081507
"Domažlice","2008-03-18",19506088
"Domažlice","2009-12-07",54981860
"Domažlice","2013-04-09",12680645
"Domažlice","2009-04-14",7900293
"Domažlice","2012-08-15",2021100
"Domažlice","2013-12-20",21959988
"Domažlice","2008-09-23",9622182
"Domažlice","2012-05-28",6529201
"Domažlice","2014-09-04",4750551
"Domažlice","2009-09-18",13979544
"Domažlice","2011-09-02",21757753
"Domažlice","2008-03-10",36560
"Domažlice","2013-04-09",643510
"Domažlice","2012-02-20",214666
"Domažlice","2013-01-04",2971360
"Domažlice","2011-12-22",9155010
"Domažlice","2008-08-29",15865548
"Domažlice","2014-09-16",2836467
"Domažlice","2010-11-05",2030418
"Domažlice","2012-08-15",3167081
"Domažlice","2013-03-04",1331367
"Domažlice","2006-08-04",5933672
"Domažlice","2012-09-21",1227295
"Kladno","2010-06-01",15000197
"Kladno","2010-12-20",273373
"Kladno","2007-03-09",66102750
"Kladno","2010-12-20",166760
"Kladno","2010-12-20",826200
"Kladno","2007-10-19",1871338
"Kladno","2009-02-13",14339374
"Kladno","2014-01-20",1529541
"Kladno","2013-10-15",14012051
"Kladno","2010-12-14",117938566
"Kladno","2012-08-16",103000000
"Kladno","2014-01-20",3023912
"Kladno","2009-12-18",4550000
"Kladno","2014-12-09",8121000
"Kladno","2011-01-07",2714340
"Kladno","2011-01-07",3875868
"Kladno","2014-06-17",8500571
"Kladno","2013-03-13",10693368
"Kladno","2012-02-27",6000000
"Kladno","2014-10-24",24738200
"Kladno","2013-08-01",2237789
"Kladno","2010-11-02",77472327
"Kladno","2012-05-15",3982929
"Kladno","2014-06-10",16400651
"Kladno","2010-07-30",14250522
"Kladno","2011-02-14",5286398
"Kladno","2011-07-07",2370000
"Kladno","2010-05-28",129002544
"Kladno","2011-12-09",12000000
"Kladno","2014-03-17",38791258
"Kladno","2011-09-13",5998670
"Kladno","2007-08-03",27400000
"Kladno","2009-09-14",11986500
"Kladno","2007-06-19",100000000
"Kladno","2007-05-25",919775
"Kladno","2011-03-18",37939011
"Kladno","2011-09-26",425414485
"Kladno","2014-12-09",1402364
"Kladno","2012-10-19",6122831
"Kladno","2007-02-05",15397721
"Kladno","2007-09-21",19863101
"Kladno","2013-07-19",2205041
"Kladno","2010-10-29",13642788
"Kladno","2014-08-11",11816384
"Kladno","2007-02-05",30693485
"Kladno","2014-05-09",19399572
"Kladno","2006-11-20",12835825
"Kladno","2014-12-09",1412450
"Kladno","2013-03-13",3794084
"Kladno","2008-08-18",36079450
"Kladno","2009-11-27",121689179
"Kladno","2013-10-17",12835808
"Kladno","2014-04-24",7132399
"Kladno","2010-07-30",15684963
"Kladno","2013-07-19",2977954
"Kladno","2006-08-15",3379264
"Kladno","2007-09-04",100840200
"Kladno","2011-03-18",49852024
"Kladno","2012-10-26",200000000
"Kladno","2012-09-04",3982929
"Kladno","2013-07-10",6684324
"Kladno","2014-10-10",6394035
"Kladno","2006-08-11",2653275
"Kladno","2011-01-28",2230000
"Kladno","2007-02-13",20000000
"Kladno","2010-11-16",3910113
"Kladno","2006-11-20",31424719
"Kladno","2014-08-11",3632042
"Kladno","2013-03-13",999050
"Kladno","2011-12-01",489000
"Kladno","2009-04-30",37449585
"Kladno","2010-09-14",91600000
"Kladno","2010-10-27",7060000
"Kladno","2014-12-09",2978547
"Kladno","2013-12-31",8645079
"Kladno","2013-09-17",21483440
"Kladno","2013-10-17",8781943
"Kladno","2009-08-07",19694517
"Kladno","2012-06-25",19504841
"Kladno","2013-07-30",23790000
"Kladno","2014-03-17",1582200
"Kladno","2009-02-18",1815264
"Kladno","2013-12-11",51641621
"Kladno","2006-08-14",7995785
"Kladno","2011-02-18",5985000
"Kladno","2011-02-04",6496129
"Kladno","2009-09-25",387903748
"Kladno","2009-12-18",4550000
"Kladno","2009-01-12",38725340
"Kladno","2009-02-13",15124220
"Kladno","2012-10-05",30092312
"Kladno","2010-05-14",116999600
"Kladno","2012-12-13",178000
"Kladno","2010-01-15",2598000
"Kladno","2007-11-02",6375075
"Kladno","2014-08-11",10946652
"Kladno","2014-11-21",24268490
"Kladno","2006-10-27",9345083
"Kladno","2007-10-19",3322393
"Kladno","2012-05-07",5746089
"Kladno","2006-08-11",7594851
"Kladno","2008-07-07",23722142
"Kladno","2008-10-31",690282
"Kladno","2012-12-19",135000000
"Kladno","2010-10-22",4951687
"Kladno","2008-09-03",938000
"Kladno","2013-08-19",5966903
"Kladno","2009-10-30",3500000
"Kladno","2013-08-01",2541833
"Kladno","2009-08-04",12410028
"Kladno","2012-06-15",2133205
"Kladno","2013-08-01",3557317
"Kladno","2011-04-11",38509708
"Kladno","2010-12-09",16015154
"Vyškov","2014-03-11",8152324
"Vyškov","2014-08-25",14899291
"Vyškov","2009-02-03",4909310
"Vyškov","2013-11-15",8699484
"Vyškov","2014-01-03",948000
"Vyškov","2010-05-14",721030
"Vyškov","2014-11-07",5273323
"Vyškov","2009-08-18",6128498
"Vyškov","2010-11-02",7200000
"Vyškov","2012-06-13",90882050
"Vyškov","2009-10-06",5746782
"Vyškov","2007-06-18",8798319
"Vyškov","2008-10-21",20761575
"Vyškov","2008-09-23",53558400
"Vyškov","2010-09-14",3889955
"Vyškov","2008-12-23",6064640
"Vyškov","2007-04-24",26529654
"Vyškov","2009-06-12",16378580
"Vyškov","2008-08-15",9229925
"Vyškov","2012-01-09",659370
"Vyškov","2008-09-12",14783300
"Vyškov","2012-09-24",8605994
"Vyškov","2009-07-10",9949865
"Vyškov","2010-09-14",2200000
"Vyškov","2013-12-13",2123414
"Vyškov","2008-09-12",15113376
"Vyškov","2009-11-30",6555000
"Vyškov","2007-08-20",8401969
"Vyškov","2008-05-27",12850168
"Vyškov","2011-12-16",4152675
"Vyškov","2013-07-23",5630077
"Vyškov","2009-03-16",19501119
"Vyškov","2012-11-22",59462727
"Vyškov","2008-10-21",12604259
"Vyškov","2009-09-25",6538690
"Vyškov","2013-10-10",2044334
"Vyškov","2012-06-13",90882050
"Vyškov","2006-09-15",2268739
"Vyškov","2006-08-11",18526277
"Vyškov","2012-01-09",498980
"Vyškov","2009-09-11",6492852
"Vyškov","2011-05-30",3649956
"Vyškov","2010-08-09",5040000
"Vyškov","2012-01-09",1517400
"Vyškov","2007-05-29",24507172
"Vyškov","2009-11-27",4837726
"Vyškov","2010-09-14",1857665
"Šumperk","2012-10-08",473555
"Šumperk","2007-06-22",12245590
"Šumperk","2014-08-25",346554
"Šumperk","2013-06-18",5434146
"Šumperk","2009-06-05",4189300
"Šumperk","2012-04-27",2082500
"Šumperk","2007-05-14",5850757
"Šumperk","2010-10-11",5165000
"Šumperk","2009-12-14",2492915
"Šumperk","2007-09-21",82584862
"Šumperk","2013-07-10",2660516
"Šumperk","2014-07-17",17939141
"Šumperk","2007-12-31",3320000
"Šumperk","2007-09-21",35440752
"Šumperk","2008-07-11",9758086
"Šumperk","2010-08-27",10301002
"Šumperk","2010-03-19",3472041
"Šumperk","2011-05-25",101420
"Šumperk","2006-12-29",9994511
"Šumperk","2009-07-27",326789
"Šumperk","2013-08-02",1174979
"Šumperk","2006-11-20",25997165
"Šumperk","2014-12-15",7498317
"Šumperk","2014-08-21",6269721
"Šumperk","2008-06-02",6258307
"Šumperk","2012-10-10",1505485
"Šumperk","2013-08-28",3150264
"Šumperk","2011-10-27",72004
"Šumperk","2006-11-14",8643694
"Šumperk","2009-07-27",393834
"Šumperk","2013-06-06",2961983
"Šumperk","2009-03-20",2224484
"Šumperk","2012-10-08",1457027
"Šumperk","2010-08-27",1658000
"Šumperk","2011-07-22",9082333
"Šumperk","2009-10-29",2604154
"Šumperk","2011-04-12",288497
"Šumperk","2009-11-06",5689324
"Šumperk","2011-07-22",2802205
"Šumperk","2011-03-29",5299540
"Šumperk","2013-07-11",14749775
"Šumperk","2006-09-22",4146347
"Šumperk","2014-07-29",7192471
"Šumperk","2013-05-16",5964583
"Šumperk","2009-03-18",2515000
"Šumperk","2008-10-17",24855765
"Šumperk","2013-07-31",2545667
"Šumperk","2009-07-21",408794
"Šumperk","2007-09-21",13911194
"Šumperk","2006-10-13",1837815
"Šumperk","2009-09-14",133482
"Šumperk","2009-05-13",1078116
"Šumperk","2007-03-23",3968880
"Šumperk","2007-02-23",4194150
"Šumperk","2012-02-15",1605280
"Šumperk","2006-09-01",5812334
"Šumperk","2014-10-22",7909380
"Šumperk","2014-07-28",2688806
"Šumperk","2008-07-04",61817529
"Šumperk","2010-06-28",19493638
"Šumperk","2011-09-23",1075701
"Šumperk","2014-10-22",1646047
"Šumperk","2007-11-02",931092
"Šumperk","2006-08-18",6203872
"Šumperk","2012-05-24",56055250
"Šumperk","2008-10-20",4191136
"Šumperk","2014-10-13",10771902
"Šumperk","2006-10-06",6166066
"Šumperk","2009-11-13",1561670
"Šumperk","2014-09-11",94875
"Šumperk","2014-10-13",2303203
"Šumperk","2009-01-26",4588157
"Šumperk","2013-01-14",3257547
"Šumperk","2013-11-18",32769465
"Šumperk","2014-12-18",1235973
"Šumperk","2010-08-03",729588
"Šumperk","2013-06-07",1786434
"Šumperk","2006-10-24",2296854
"Šumperk","2012-07-12",4965340
"Šumperk","2011-05-25",325336
"Šumperk","2009-06-26",8899354
"Šumperk","2009-08-14",13988233
"Šumperk","2011-03-04",637000
"Šumperk","2008-01-07",30005
"Šumperk","2011-07-22",539880
"Šumperk","2010-11-16",722944
"Šumperk","2013-09-04",28098532
"Šumperk","2008-10-17",5514486
"Šumperk","2009-08-28",248894
"Šumperk","2011-05-25",125537
"Šumperk","2013-10-14",3424067
"Šumperk","2013-11-12",4267520
"Šumperk","2011-05-25",49389
"Šumperk","2014-08-22",13936467
"Šumperk","2013-06-06",14132000
"Šumperk","2009-01-09",113587717
"Šumperk","2013-07-11",6213795
"Šumperk","2014-09-11",222500
"Šumperk","2013-09-26",890218
"Šumperk","2011-07-22",499530
"Šumperk","2013-09-18",699000
"Šumperk","2011-10-27",199142
"Šumperk","2009-06-26",10487552
"Šumperk","2009-08-17",197747
"Šumperk","2013-09-12",847562
"Šumperk","2010-06-28",22558685
"Šumperk","2014-02-18",2008224
"Šumperk","2011-06-17",37062981
"Šumperk","2006-10-31",709942
"Šumperk","2009-07-21",3372173
"Šumperk","2009-12-23",504538
"Šumperk","2014-08-25",8899422
"Šumperk","2014-08-25",96421792
"Šumperk","2014-08-25",954815
"Šumperk","2013-12-23",1280773
"Šumperk","2007-09-24",6788221
"Šumperk","2010-10-15",326629
"Šumperk","2011-03-04",140000
"Šumperk","2011-09-23",2894300
"Šumperk","2009-12-28",144327
"Šumperk","2007-02-20",2408000
"Šumperk","2012-05-03",86700
"Šumperk","2014-06-20",5810700
"Šumperk","2013-08-30",6477369
"Šumperk","2006-09-01",11313176
"Šumperk","2014-09-11",2367500
"Šumperk","2014-09-11",3186250
"Šumperk","2011-11-30",105696
"Šumperk","2014-07-28",4871540
"Šumperk","2014-08-21",567660
"Šumperk","2010-10-15",620472
"Šumperk","2007-10-19",10559666
"Šumperk","2012-07-08",7493195
"Šumperk","2014-06-30",2756327
"Šumperk","2010-01-22",3912735
"Teplice","2008-08-29",53885000
"Teplice","2009-02-23",20000000
"Teplice","2011-07-22",25773669
"Teplice","2011-07-15",4234456
"Teplice","2007-06-18",24347850
"Teplice","2013-10-10",14454575
"Teplice","2011-01-07",37693422
"Teplice","2006-08-25",2343267
"Teplice","2013-05-09",1967441
"Teplice","2006-12-15",153038
"Teplice","2010-04-16",4791120
"Teplice","2013-05-09",1998255
"Teplice","2011-01-07",32189526
"Teplice","2013-05-09",1986107
"Teplice","2006-10-06",1007544
"Teplice","2007-12-13",48739170
"Teplice","2014-06-26",23617641
"Teplice","2010-10-29",4578000
"Teplice","2007-08-20",5577030
"Teplice","2014-10-13",96064
"Teplice","2008-07-04",9790836
"Teplice","2012-07-16",7488100
"Teplice","2012-11-27",4119400
"Teplice","2013-07-03",3024844
"Teplice","2009-04-24",13803774
"Teplice","2009-07-02",50670000
"Teplice","2012-11-27",1925080
"Teplice","2006-08-18",6790000
"Teplice","2007-06-15",7365668
"Teplice","2013-07-11",1668545
"Teplice","2011-03-08",20000000
"Teplice","2007-07-04",10000000
"Teplice","2006-08-25",1818940
"Teplice","2007-12-28",21000000
"Teplice","2012-06-14",3035594
"Teplice","2010-10-21",177688876
"Teplice","2011-02-04",30206291
"Teplice","2013-07-23",3991095
"Teplice","2007-08-03",33663564
"Teplice","2013-10-10",37693422
"Teplice","2011-05-24",38262127
"Teplice","2007-03-26",20000000
"Teplice","2011-07-11",28018340
"Teplice","2007-08-03",6694984
"Teplice","2014-03-12",1278123
"Teplice","2012-05-18",7748486
"Teplice","2007-12-28",21000000
"Teplice","2011-09-09",3678391
"Teplice","2010-08-13",43280000
"Teplice","2009-07-14",8100289
"Teplice","2012-05-11",9410255
"Teplice","2014-06-26",25349703
"Teplice","2013-07-03",2221957
"Teplice","2013-05-09",1499997
"Teplice","2007-11-28",18578000
"Teplice","2009-07-03",7898000
"Teplice","2013-08-14",2640932
"Teplice","2013-02-26",1344807
"Teplice","2013-04-11",28095000
"Teplice","2010-08-27",8712683
"Teplice","2007-06-15",14035190
"Teplice","2013-04-08",2559659
"Teplice","2014-04-25",5678966
"Teplice","2011-10-21",112000000
"Teplice","2014-04-03",3427032
"Teplice","2011-07-29",35460000
"Teplice","2006-08-25",11764644
"Teplice","2010-12-17",22441345
"Teplice","2014-10-13",39916
"Teplice","2014-12-02",3910620
"Teplice","2011-07-15",3621653
"Teplice","2010-09-07",40872127
"Teplice","2013-11-28",1920000
"Teplice","2007-06-26",17112630
"Teplice","2007-06-26",16484707
"Teplice","2013-01-07",2618041
"Teplice","2014-11-25",2660772
"Prachatice","2014-03-26",7554901
"Prachatice","2007-10-29",2087984
"Prachatice","2008-09-26",14732288
"Prachatice","2013-09-30",166603
"Prachatice","2012-08-31",458060
"Prachatice","2006-09-29",8209297
"Prachatice","2013-09-30",964048
"Prachatice","2011-12-05",55463
"Prachatice","2014-09-17",22778139
"Prachatice","2011-09-09",3435801
"Prachatice","2008-07-11",13434356
"Prachatice","2013-04-18",2025713
"Prachatice","2008-08-15",13560405
"Prachatice","2012-11-23",1347615
"Prachatice","2009-06-23",15944307
"Prachatice","2013-07-12",217952
"Prachatice","2010-06-29",103949
"Prachatice","2010-07-30",4392277
"Prachatice","2010-05-07",12670023
"Prachatice","2013-09-17",2869149
"Prachatice","2012-09-06",270128
"Prachatice","2013-12-06",572900
"Prachatice","2012-09-17",326762479
"Prachatice","2013-09-30",781688
"Prachatice","2013-08-05",173422
"Prachatice","2009-12-23",1839993
"Prachatice","2011-07-01",2381130
"Prachatice","2007-09-17",9663162
"Prachatice","2008-07-18",8391695
"Prachatice","2009-03-06",8239363
"Prachatice","2013-06-11",127344
"Prachatice","2014-05-22",5912879
"Prachatice","2012-05-24",14140732
"Prachatice","2011-09-09",4961079
"Prachatice","2013-02-11",661158
"Prachatice","2011-04-15",10876806
"Prachatice","2010-03-19",7785674
"Prachatice","2010-04-30",230391
"Prachatice","2010-07-02",7683009
"Prachatice","2013-05-21",13254640
"Prachatice","2013-07-24",2998860
"Prachatice","2013-04-16",3199015
"Prachatice","2013-06-25",177179
"Prachatice","2012-11-29",785736
"Prachatice","2006-11-10",13187742
"Prachatice","2012-08-31",2457723
"Prachatice","2007-08-06",19796301
"Prachatice","2013-07-08",60102
"Prachatice","2008-09-24",17594729
"Prachatice","2007-07-13",105731
"Prachatice","2011-05-06",3504557
"Prachatice","2014-09-22",468618
"Prachatice","2011-11-23",15980749
"Prachatice","2007-11-30",5905913
"Prachatice","2014-10-07",1090000
"Prachatice","2010-03-22",1290176
"Prachatice","2007-06-01",8165472
"Prachatice","2014-05-22",4094064
"Prachatice","2012-05-30",2499000
"Prachatice","2013-04-16",3458573
"Prachatice","2009-07-10",44999942
"Prachatice","2011-02-11",10245427
"Prachatice","2014-03-31",34893555
"Prachatice","2010-06-25",16060
"Prachatice","2008-07-29",8048735
"Prachatice","2013-04-18",4312890
"Prachatice","2007-11-12",206588
"Prachatice","2007-07-27",1567784
"Prachatice","2011-05-06",3763333
"Prachatice","2014-10-03",18878969
"Prachatice","2014-08-18",15462394
"Prachatice","2014-10-30",2281850
"Prachatice","2011-10-27",541359
"Prachatice","2010-03-30",9653136
"Prachatice","2012-08-31",3280310
"Prachatice","2013-05-10",5287922
"Prachatice","2008-04-28",13366272
"Prachatice","2014-10-15",3102120
"Prachatice","2012-11-29",491362
"Prachatice","2009-12-23",1764000
"Prachatice","2009-09-11",15425884
"Prachatice","2008-12-19",1859184
"Prachatice","2009-11-13",1197024
"Prachatice","2006-11-24",4213811
"Prachatice","2013-09-02",4155854
"Prachatice","2013-12-20",587000
"Prachatice","2009-07-14",10659364
"Chomutov","2010-12-17",5534498
"Chomutov","2011-10-04",10896128
"Chomutov","2011-06-14",567000
"Chomutov","2012-12-28",3058627
"Chomutov","2014-12-19",913021
"Chomutov","2014-08-14",2123116
"Chomutov","2009-05-07",128125724
"Chomutov","2010-12-07",5200500
"Chomutov","2010-11-02",2030959
"Chomutov","2013-09-20",14822804
"Chomutov","2013-08-06",1429993
"Chomutov","2011-03-11",12341000
"Chomutov","2013-10-03",16358448
"Chomutov","2008-09-08",7431844
"Chomutov","2006-08-25",8891626
"Chomutov","2010-09-27",366395
"Chomutov","2012-09-03",18751242
"Chomutov","2013-04-04",25600000
"Chomutov","2009-12-04",4505000
"Chomutov","2013-09-09",3207151
"Chomutov","2011-07-12",3930451
"Chomutov","2014-12-19",716409
"Chomutov","2014-04-08",3694885
"Chomutov","2009-01-12",15498400
"Chomutov","2011-01-14",358865466
"Chomutov","2008-02-12",16790148
"Chomutov","2014-12-19",657172
"Chomutov","2012-03-15",455000
"Chomutov","2013-11-13",58000000
"Chomutov","2012-01-04",12564080
"Chomutov","2013-09-09",2249669
"Chomutov","2012-06-06",11500261
"Chomutov","2012-01-12",38814026
"Chomutov","2012-08-01",41100990
"Chomutov","2014-11-07",1880000
"Chomutov","2013-04-23",1007202
"Chomutov","2011-03-18",15143000
"Chomutov","2006-10-03",3315294
"Chomutov","2013-09-18",3019896
"Chomutov","2013-05-14",2428314
"Chomutov","2013-09-04",5158164
"Chomutov","2009-02-06",4298511
"Chomutov","2012-04-03",2382420
"Chomutov","2009-01-16",130926148
"Chomutov","2010-12-10",2190000
"Chomutov","2008-09-19",11713822
"Chomutov","2010-11-12",194399942
"Chomutov","2013-05-07",6119860
"Chomutov","2012-01-04",12564080
"Chomutov","2012-08-09",8409184
"Chomutov","2010-09-27",3328457
"Chomutov","2009-01-16",42200000
"Chomutov","2011-08-19",4654663
"Chomutov","2012-07-26",11817352
"Chomutov","2009-03-13",2952000
"Chomutov","2013-07-30",1396177
"Chomutov","2009-04-17",520619298
"Chomutov","2009-01-23",38224000
"Chomutov","2010-12-03",13320000
"Chomutov","2010-12-10",7785700
"Chomutov","2009-09-18",13284000
"Chomutov","2009-09-04",4890196
"Chomutov","2008-02-22",5420350
"Chomutov","2009-02-06",40797612
"Chomutov","2012-08-21",14794247
"Chomutov","2009-03-20",8447420
"Chomutov","2013-02-13",4285017
"Chomutov","2013-08-06",3043050
"Chomutov","2012-08-21",462185
"Chomutov","2012-01-04",6282040
"Chomutov","2014-09-04",3579800
"Chomutov","2009-12-22",24899877
"Chomutov","2009-04-21",5790000
"Chomutov","2009-05-11",14667280
"Chomutov","2013-09-20",15091680
"Chomutov","2009-03-20",13286059
